Krant	veel	zich	zou	al	door	aan	heeft	mensen	tegen	we	wat	was	er	wel	kan	maar	zo	ze	meer	ik	die	dit	ook	werd	je	volgens	deze	naar	worden	kunnen	bij	dan	jaar	uit	over	tot	geen	n	nu	hun	hebben	om	of	als	hij	moeten	niet	moet	wordt	nog
Maatschappelijke stage verplicht vanaf nieuw schooljaarTue, 05 Jul 2011 14:08:00 GMT	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0
KPN gaat klanten meer laten betalen voor nieuwe smartphoneTue, 19 Jul 2011 06:24:00 GMT	0	0	0	2	0	2	1	0	0	4	1	0	3	2	1	0	1	2	5	0	4	2	3	0	1	2	1	1	2	0	5	1	4	0	3	1	3	1	1	2	2	0	1	3	0	1	4	1	2	0
Auto tegen schuur, bestuurder gewondMon, 18 Jul 2011 22:27:00 GMT	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
België wemelt van de smerige restaurantsTue, 12 Jul 2011 12:33:00 GMT	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
Pastor zegent auto's voor vakantieSun, 17 Jul 2011 13:19:00 GMT	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Medvedev strijdt tegen alcoholisme: bier is officieel geen frisdrank meerFri, 15 Jul 2011 07:45:00 GMT	0	0	0	1	0	3	0	0	0	0	2	1	0	1	1	1	0	1	1	0	2	0	0	1	0	0	0	0	1	0	1	0	4	0	0	1	2	0	1	0	0	0	1	4	0	0	1	1	2	3
Opruimen brokstukken zendmast begonnenMon, 18 Jul 2011 09:36:00 GMT	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	6	2	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	2
Vrouwenfinale: 7196 tweets per secondeTue, 19 Jul 2011 06:19:00 GMT	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Racende rij-instructeur van de weg gehaaldMon, 18 Jul 2011 02:13:00 GMT	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Paus excommuniceert nieuwe Chinese bisschopSat, 16 Jul 2011 13:00:00 GMT	0	1	0	2	1	1	3	0	2	0	0	1	1	1	0	0	0	0	0	0	4	0	1	0	0	2	1	1	0	0	0	0	1	1	1	2	1	0	0	2	2	1	0	1	2	1	1	0	0	0
Edwin de Vries speelt in Soldaat van OranjeTue, 19 Jul 2011 04:52:00 GMT	0	1	0	1	1	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Staatsbosbeheer wil nieuwe bossen met windmolensTue, 19 Jul 2011 07:14:00 GMT	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	3	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0
Jonge wiskundegenieën in AmsterdamSun, 17 Jul 2011 06:25:00 GMT	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
Een boek over je gevoelens bij getallenWed, 29 Jun 2011 15:57:00 GMT	2	3	0	4	4	6	2	5	0	0	2	2	5	2	0	7	2	14	0	25	14	2	3	0	12	0	1	0	0	1	2	3	0	0	5	1	3	0	2	4	3	5	4	6	1	1	7	1	0	0
Negen jaar cel voor schutter wildplasincidentMon, 18 Jul 2011 12:35:00 GMT	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0
Cel voor voormalig rundveehouder om 'massagraf' van runderenMon, 18 Jul 2011 12:07:00 GMT	0	2	0	0	2	1	3	0	0	0	0	0	0	1	0	2	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	3	1	0	2	2	1	1	0	0	1	0	0	2	0	2	0	0	0
Studie waarvoor geloot moet worden populairWed, 13 Jul 2011 14:16:00 GMT	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0
Turkse bond bespreekt uitstel competitieMon, 18 Jul 2011 14:37:00 GMT	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Vermijd rokers zonder vertoon van walgingSat, 18 Jun 2011 14:00:00 GMT	1	1	1	5	3	3	1	2	2	0	4	1	11	3	1	6	6	6	1	11	6	3	0	0	2	0	5	5	6	1	7	4	0	1	1	1	3	3	2	0	1	15	7	8	0	6	20	5	4	2
Power op het wadSat, 16 Jul 2011 08:51:00 GMT	1	1	3	1	3	1	2	1	0	5	4	0	5	3	2	7	0	1	1	2	5	0	5	0	3	0	0	1	2	4	1	1	1	1	3	3	4	2	0	1	4	0	3	3	1	0	3	0	1	0
'Stresstests bij banken zijn niet waardeloos'Mon, 18 Jul 2011 10:23:00 GMT	0	2	1	0	1	2	2	0	0	0	0	5	3	1	1	3	2	5	0	0	3	1	3	1	0	0	1	0	4	0	1	3	2	2	1	0	1	2	0	0	0	1	0	0	0	0	2	2	0	1
'Dik en mollig is weer helemaal terug'Wed, 13 Jul 2011 08:01:00 GMT	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	1	0	1	0	0	0	0	1	2	3	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0
We besteden ons geheugen uit aan GoogleThu, 14 Jul 2011 21:34:00 GMT	0	1	0	0	0	4	0	3	0	6	1	1	0	0	0	0	0	2	1	0	6	0	3	0	0	1	0	0	0	0	2	2	0	3	1	1	0	1	1	2	2	4	0	2	0	2	2	0	1	0
Boekhandel Borders vraagt faillissement aanTue, 19 Jul 2011 02:40:00 GMT	0	0	0	1	1	1	0	0	0	2	0	0	2	0	1	2	0	0	0	0	1	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	2	1	0	0	0	0	1	0	0	0
Rapport uit 2007: zendmast was onveiligSat, 16 Jul 2011 11:40:00 GMT	0	1	1	2	7	2	1	0	0	0	0	3	6	1	2	3	2	0	2	1	5	4	5	0	0	1	1	1	2	1	2	0	0	0	0	2	1	0	0	0	1	0	3	0	0	0	6	1	6	7
485 miljoen Chinezen gebruiken internetTue, 19 Jul 2011 09:21:00 GMT	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fastfoodketens werken met illegale schoonmakersTue, 19 Jul 2011 10:12:00 GMT	0	1	0	1	1	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2
De horror van Sant'Anna (slot)Fri, 15 Jul 2011 21:30:00 GMT	0	5	0	0	2	3	2	0	1	6	1	4	0	1	0	5	0	0	1	8	6	1	3	0	0	0	3	2	0	0	0	0	3	2	2	0	1	1	1	0	3	4	1	3	17	1	6	0	0	2
'Tijdelijke wanbetaling mogelijk ook oplossing voor Griekse crisis'Tue, 19 Jul 2011 07:59:00 GMT	0	1	0	0	2	4	1	0	0	0	0	0	2	0	4	0	0	0	0	0	7	1	1	0	0	0	1	0	4	0	1	0	0	2	1	1	0	1	1	0	3	3	0	2	0	2	4	1	4	0
Andy Schleck: Afdaling morgen is extreem gevaarlijkTue, 19 Jul 2011 07:41:00 GMT	0	1	0	1	2	1	0	0	0	0	2	1	2	0	0	0	0	2	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0
Piratenzender kaapt frequentie Sky RadioTue, 19 Jul 2011 09:32:00 GMT	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	3	4	0	1	0	0	0	0	0	0
Groots onthaal voor Japanse voetbalstersTue, 19 Jul 2011 08:22:00 GMT	2	0	0	1	1	0	0	2	0	2	0	2	1	0	0	1	1	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Rutte: Eurotop zinvol als goede afloop Griekenland zeker isThu, 14 Jul 2011 14:23:00 GMT	0	1	1	0	0	2	2	0	2	1	0	2	2	0	2	1	0	0	2	0	0	0	2	0	3	3	1	2	1	0	0	0	0	0	4	2	1	0	1	1	1	0	0	3	1	1	4	1	1	1
Noord-Holland start groot onderzoek naar Ton HooijmaijersMon, 11 Jul 2011 20:41:00 GMT	1	1	2	2	1	5	2	0	0	0	1	2	4	1	0	2	0	0	1	1	4	1	1	1	0	1	2	1	1	0	4	1	2	2	2	0	2	0	0	0	0	0	0	0	5	2	7	0	0	1
'Politietrainingsmissie op koers'Tue, 12 Jul 2011 08:29:00 GMT	2	1	0	0	0	2	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	2	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1
'We hebben dode bomen nodig om onze geest levendig te houden'Sun, 03 Jul 2011 11:00:00 GMT	1	3	0	1	10	8	5	2	3	15	1	1	10	1	6	6	3	6	4	19	22	6	4	1	16	0	1	1	6	4	0	4	4	3	3	3	3	0	2	0	6	15	8	4	9	3	11	3	7	2
Spectaculaire nachtelijke regenboog kleurt YosemiteMon, 18 Jul 2011 11:55:00 GMT	0	0	0	1	1	2	0	0	0	0	0	1	0	1	1	1	2	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	2	3	0	0
Britten jagen op 'gifmenger'Sun, 17 Jul 2011 08:30:00 GMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Aankomst van Ugur (slot)'Mon, 18 Jul 2011 07:29:00 GMT	0	1	3	1	1	7	5	7	0	2	9	1	3	0	2	2	2	1	0	11	8	1	7	0	12	0	4	1	4	4	3	3	0	1	1	2	4	0	2	6	2	5	8	8	15	2	8	2	0	1
'Murdoch overwoog te stoppen'Tue, 19 Jul 2011 06:35:00 GMT	0	0	0	0	2	2	1	1	2	0	0	0	1	1	0	2	1	0	1	0	1	0	2	3	0	0	1	0	1	0	0	1	1	0	4	0	0	0	1	0	0	2	3	1	1	0	2	1	0	0
Aanval op president Guinee afgeslagen door lijfwachtTue, 19 Jul 2011 07:53:00 GMT	0	0	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	1	0	0	1	0	0	0	0	0
'Gezin Beckham is slecht voorbeeld voor families'Mon, 18 Jul 2011 10:08:00 GMT	0	1	1	0	1	0	2	5	0	1	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	1	0	2	0	0	1	0	1	0	2	0	1	3	2	3	3	1	0	3	2	0	0	0	0	0
Kamer niet terug van reces voor eurodebatThu, 14 Jul 2011 09:47:00 GMT	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	2	0	0	3	0	0	0	1	0	0	1	1
Hoe strikt u een rijke vent? Ga er voor naar school!Fri, 15 Jul 2011 14:48:00 GMT	1	1	0	3	0	4	2	0	0	0	4	0	1	0	0	1	1	4	2	0	0	0	2	0	0	1	0	1	1	3	0	0	1	1	0	1	0	0	0	2	1	2	1	0	0	0	1	0	0	0
Miljoen dollar naar Radboud voor onderzoek malariaWed, 13 Jul 2011 10:01:00 GMT	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	1	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0
Clinton: Griekenland zal wereld inspirerenSun, 17 Jul 2011 12:12:00 GMT	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	1	5	0	0	0	1	1	0	0	0
Vodafone mag BelCompany overnemen onder voorwaardenMon, 18 Jul 2011 17:55:00 GMT	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	2	1	1	1	0	1	0	1	0	1	0
Ongeduld is een slechte raadgever in de strijd tegen het regime van KaddafiMon, 18 Jul 2011 10:14:00 GMT	0	1	2	1	2	4	4	0	3	0	0	0	1	1	1	3	1	0	0	0	2	0	1	0	0	0	2	1	1	0	3	0	0	1	0	0	1	0	1	0	0	3	0	5	0	0	5	0	0	3
Alderweireld: Als Bergkamp iets zegt, dan is dat heiligTue, 19 Jul 2011 05:55:00 GMT	1	0	0	1	0	1	3	0	2	0	1	0	1	0	0	5	0	1	1	2	2	2	2	0	0	1	0	2	1	1	3	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	2	0	0	1
Iraanse doelman voor FC GroningenTue, 19 Jul 2011 09:33:00 GMT	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	1	0	0	4	0	0	0	1	1
Omleiding om huis Metallica-zanger dure grapTue, 19 Jul 2011 03:06:00 GMT	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	1	0	2	0	0	0	2	0	0	0	1	0	1	0	0	0	3	0	1	1	2	1
Legitieme vragen bij honger in Afrika maken hulp niet overbodigMon, 18 Jul 2011 22:05:00 GMT	0	1	0	2	0	2	1	2	0	1	0	2	2	0	1	2	0	1	0	0	5	1	2	1	0	1	1	3	2	1	2	3	0	0	3	3	1	1	0	2	2	4	3	1	0	0	6	1	1	1
Waarom uw kat altijd in de tuin van de buren poeptMon, 18 Jul 2011 09:16:00 GMT	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	2	6	5	0	3	0	1	0	0	1	0	0	0	0	2	3	0	2	1	0	0	2	0	6	2	3	2	1	0	1	1	0	0	0
Internetbankieren Rabobank lange tijd onbereikbaar door storingSat, 16 Jul 2011 12:18:00 GMT	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1
Perez en Bruggink vervangen Van Halst bij Eredivisie LiveMon, 18 Jul 2011 20:26:00 GMT	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0
Oostenrijker met pastavergiet als hoofddeksel op rijbewijsThu, 14 Jul 2011 04:17:00 GMT	0	2	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	2	0	1	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	3	2	2	1	0	0	0	0	0
Waarschuwing tegen alfavijandige tijdsgeest in onderwijsSat, 25 Jun 2011 10:56:00 GMT	2	11	4	11	3	5	10	0	3	8	16	0	1	3	2	18	5	10	11	0	29	1	8	0	2	3	1	2	4	1	3	5	0	5	4	6	3	4	3	3	0	11	6	17	15	8	23	2	3	3
Thrillerauteur 'Suzanne Vermeer' overledenMon, 27 Jun 2011 10:17:00 GMT	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Taliban maken video van slachtpartij agenten PakistanMon, 18 Jul 2011 12:28:00 GMT	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
Topdagen voor bioscoop dankzij regen en Harry PotterMon, 18 Jul 2011 17:12:00 GMT	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Succesvol Over IJ Festival ondanks slechte weerSun, 17 Jul 2011 15:37:00 GMT	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	1	0	3	0	0	1	1	0	0	1	0	0	0	0	0	2	1	0	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
De Jager wil donderdag debat over GriekenlandSun, 17 Jul 2011 21:01:00 GMT	0	1	0	0	0	3	1	0	0	0	1	0	3	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	3	0	0	2	2	0	0	1	0	0	0	2	0	0	0	0	1	0	1	1
Amerikaan doet aangifte van gestolen drugsThu, 14 Jul 2011 23:47:00 GMT	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
Geen zin in tuinieren? Neem Oost-Indische kers!Sun, 17 Jul 2011 07:00:00 GMT	0	1	0	3	0	5	4	0	1	2	4	0	9	3	3	7	5	8	5	2	15	2	9	0	20	0	0	5	3	3	2	7	3	4	2	0	0	6	3	1	4	3	6	3	10	0	16	5	4	3
Jongerius heeft gelijk in pensioendebatWed, 13 Jul 2011 13:45:00 GMT	3	1	0	0	3	2	1	2	0	2	0	0	5	0	4	4	2	0	0	0	3	2	4	1	0	0	0	1	2	1	1	5	2	1	1	2	3	0	1	0	0	6	4	2	0	0	9	3	7	1
Nine Inch Nails: koop ons album nietMon, 18 Jul 2011 15:34:00 GMT	0	0	1	0	1	3	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	2	2	1	0	0	0	0	0	0	2	0	0	4	0	2	0	0	0
Jonge boefjes moet je opvoeden, niet straffenTue, 12 Jul 2011 12:41:00 GMT	0	1	0	2	3	6	2	0	0	2	0	1	3	3	1	5	0	3	2	2	2	4	2	0	0	2	3	3	0	1	3	2	3	3	2	3	0	0	0	2	1	2	2	1	1	3	5	0	0	2
Combikip moet arme eendagshaan reddenMon, 18 Jul 2011 08:19:00 GMT	1	0	0	2	0	4	1	0	0	0	4	0	5	1	2	2	1	7	0	0	1	1	1	0	0	0	4	1	5	2	3	1	1	3	0	0	1	1	1	0	1	6	4	5	1	0	5	2	2	4
Te veel water hindert Nederlandse zwemmers in ChinaMon, 18 Jul 2011 14:21:00 GMT	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0
